id,name,Capacity,Access,Bicycle_parking,Covered,nodeId,latitude,longitude,iconUrl
cycleparking-n10636657393,Un-named bicycle_parking,,,stands,no,10636657393,53.8087,-1.55411,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9947963889,Un-named bicycle_parking,4,,,no,9947963889,53.79311,-1.55095,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9963780880,Un-named bicycle_parking,10,private,stands,no,9963780880,53.79553,-1.55095,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983956076,Un-named bicycle_parking,4,yes,stands,no,9983956076,53.80041,-1.54721,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983956078,Un-named bicycle_parking,8,yes,stands,no,9983956078,53.79964,-1.54704,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9984198320,Un-named bicycle_parking,8,unknown,stands,no,9984198320,53.78852,-1.55088,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9984198322,Un-named bicycle_parking,10,yes,stands,no,9984198322,53.78835,-1.54952,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9984198324,Un-named bicycle_parking,10,unknown,stands,no,9984198324,53.78914,-1.54881,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10043673048,Un-named bicycle_parking,5,permit,lockers,yes,10043673048,53.80371,-1.54798,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10043673049,Un-named bicycle_parking,16,yes,stands,no,10043673049,53.80567,-1.54904,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10043673050,Un-named bicycle_parking,14,yes,stands,no,10043673050,53.80583,-1.54922,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10045958480,Un-named bicycle_parking,6,yes,stands,no,10045958480,53.79948,-1.54662,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10045959445,Un-named bicycle_parking,16,yes,stands,no,10045959445,53.80357,-1.55013,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10045967394,Un-named bicycle_parking,10,,stands,no,10045967394,53.79955,-1.54724,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10068953189,Un-named bicycle_parking,10,yes,stands,no,10068953189,53.8055,-1.54877,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10082540232,Un-named bicycle_parking,8,yes,stands,no,10082540232,53.80648,-1.54871,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9718240084,Un-named bicycle_parking,,,stands,no,9718240084,53.79388,-1.53706,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9741918716,Un-named bicycle_parking,8,yes,stands,no,9741918716,53.80103,-1.53183,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9741946022,Un-named bicycle_parking,8,yes,stands,no,9741946022,53.79596,-1.54086,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9741967218,Un-named bicycle_parking,2,,stands,no,9741967218,53.80127,-1.53158,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9741967219,Un-named bicycle_parking,2,yes,stands,no,9741967219,53.8013,-1.53156,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9741997780,Un-named bicycle_parking,2,yes,stands,,9741997780,53.80098,-1.53173,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983992029,Un-named bicycle_parking,2,yes,stands,no,9983992029,53.80192,-1.53102,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983992031,Un-named bicycle_parking,2,yes,stands,no,9983992031,53.80189,-1.53106,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983992032,Un-named bicycle_parking,2,yes,stands,no,9983992032,53.80206,-1.53073,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9983992034,Un-named bicycle_parking,2,yes,stands,no,9983992034,53.80203,-1.53075,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9984003393,Un-named bicycle_parking,6,yes,stands,no,9984003393,53.80039,-1.53934,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9411283965,Un-named bicycle_parking,32,private,stands,yes,9411283965,53.82616,-1.59626,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9015407291,Un-named bicycle_parking,8,yes,stands,no,9015407291,53.8272,-1.59409,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9015407292,Un-named bicycle_parking,20,,stands,yes,9015407292,53.82809,-1.59393,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9015407293,Un-named bicycle_parking,18,yes,stands,yes,9015407293,53.82766,-1.59212,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9015407294,Un-named bicycle_parking (Lies within a private area.),8,,stands,yes,9015407294,53.82682,-1.5916,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9015407295,Un-named bicycle_parking (Lies within a private area.),8,,stands,yes,9015407295,53.82622,-1.59158,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9173988557,Un-named bicycle_parking,6,,stands,no,9173988557,53.8558,-1.59121,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9411283964,Un-named bicycle_parking,16,yes,stands,,9411283964,53.82577,-1.59493,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10043691305,Un-named bicycle_parking,6,permit,lockers,yes,10043691305,53.82775,-1.59228,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10043691306,Un-named bicycle_parking,,permit,lockers,yes,10043691306,53.82798,-1.59224,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11100293135,Un-named bicycle_parking,6,,stands,,11100293135,53.80152,-1.59292,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9278846294,Un-named bicycle_parking,,,stands,yes,9278846294,53.81038,-1.58589,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9345894495,Un-named bicycle_parking,2,,stands,no,9345894495,53.81772,-1.58679,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9675338906,Un-named bicycle_parking,4,,stands,no,9675338906,53.81296,-1.58899,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n7650567516,Un-named bicycle_parking,10,,stands,no,7650567516,53.75325,-1.39615,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10009918011,Un-named bicycle_parking,,permit,shed,yes,10009918011,53.79835,-1.42608,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11040594041,Un-named bicycle_parking,6,,stands,no,11040594041,53.70829,-1.25668,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8387914118,Un-named bicycle_parking,,,,,8387914118,53.80638,-1.4494,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8388127310,Un-named bicycle_parking,,,,,8388127310,53.80672,-1.45063,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10888050371,Un-named bicycle_parking,10,,stands,no,10888050371,53.79665,-1.38284,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10016435473,Un-named bicycle_parking,,,,,10016435473,53.74443,-1.3172,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10224025094,Un-named bicycle_parking,,,stands,,10224025094,53.70905,-1.34182,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3557372492,Un-named bicycle_parking,4,,stands,no,3557372492,53.90518,-1.34672,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3557381812,Un-named bicycle_parking,2,,stands,no,3557381812,53.90515,-1.34677,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3626724726,Un-named bicycle_parking,6,,stands,no,3626724726,53.85105,-1.60544,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3626724729,Un-named bicycle_parking,4,,stands,no,3626724729,53.84865,-1.60399,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3626789283,Un-named bicycle_parking,4,,stands,no,3626789283,53.85807,-1.62257,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n2455000852,Un-named bicycle_parking (Lies within a private area.),100,,stands,yes,2455000852,53.82713,-1.59125,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n2596692510,Un-named bicycle_parking,10,yes,stands,yes,2596692510,53.82842,-1.56698,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3620307902,Un-named bicycle_parking,4,,stands,no,3620307902,53.84747,-1.55768,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3558882679,Un-named bicycle_parking,4,,stands,no,3558882679,53.92843,-1.3868,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3558882685,Un-named bicycle_parking,4,,stands,no,3558882685,53.9283,-1.38677,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3559056780,Un-named bicycle_parking,2,,stands,no,3559056780,53.92866,-1.38736,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8786818069,Un-named bicycle_parking,6,yes,shed,yes,8786818069,53.82046,-1.55304,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307828,Un-named bicycle_parking,6,,stands,no,8789307828,53.81532,-1.56348,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8762658344,Un-named bicycle_parking,10,yes,stands,yes,8762658344,53.80418,-1.53209,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8762746066,Un-named bicycle_parking,8,yes,stands,no,8762746066,53.79822,-1.53504,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8769954542,Un-named bicycle_parking,12,yes,stands,no,8769954542,53.7988,-1.53442,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8770009959,Un-named bicycle_parking,20,yes,stands,no,8770009959,53.79919,-1.53427,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8786858552,Un-named bicycle_parking,,,stands,no,8786858552,53.81179,-1.51631,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752854,Un-named bicycle_parking,2,yes,stands,no,8807752854,53.82641,-1.53518,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752855,Un-named bicycle_parking,9,,wall_loops,no,8807752855,53.82563,-1.53523,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752856,Un-named bicycle_parking,6,,stands,no,8807752856,53.82538,-1.53425,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752857,Un-named bicycle_parking,,,wall_loops,,8807752857,53.82216,-1.53059,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752858,Un-named bicycle_parking,4,,stands,no,8807752858,53.81495,-1.53254,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8807752859,Un-named bicycle_parking,,,wall_loops,,8807752859,53.81162,-1.53523,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n7929558845,Un-named bicycle_parking,4,,stands,no,7929558845,53.81205,-1.57771,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307821,Un-named bicycle_parking,14,yes,stands,no,8789307821,53.80745,-1.58641,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307825,Un-named bicycle_parking,4,yes,stands,no,8789307825,53.80677,-1.58377,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307826,Un-named bicycle_parking,6,yes,stands,yes,8789307826,53.80755,-1.58014,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307827,Un-named bicycle_parking,3,yes,wave,no,8789307827,53.81243,-1.56898,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8792998259,Un-named bicycle_parking,60,customers,stands,,8792998259,53.81839,-1.58287,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8432016029,Un-named bicycle_parking,,,,,8432016029,53.80297,-1.55192,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8511542342,Un-named bicycle_parking,12,yes,stands,no,8511542342,53.80794,-1.55856,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8511542343,Un-named bicycle_parking,10,,stands,no,8511542343,53.80801,-1.55868,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8709807386,Un-named bicycle_parking,2,yes,stands,no,8709807386,53.79855,-1.55203,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8758369535,Un-named bicycle_parking,10,yes,rack,no,8758369535,53.79913,-1.55106,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8758369536,Un-named bicycle_parking,4,yes,stands,no,8758369536,53.79866,-1.55277,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8758369537,Un-named bicycle_parking,2,yes,stands,no,8758369537,53.79928,-1.55249,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8762781482,Un-named bicycle_parking,10,yes,stands,no,8762781482,53.80518,-1.55065,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8762781483,Un-named bicycle_parking (Lies within a private area.),12,yes,stands,no,8762781483,53.80431,-1.55224,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8762781485,Un-named bicycle_parking,16,yes,stands,no,8762781485,53.80442,-1.55301,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8786858555,Un-named bicycle_parking,20,yes,stands,no,8786858555,53.80866,-1.55177,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8666979334,Un-named bicycle_parking,5,,stands,,8666979334,53.8053,-1.56478,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8675273585,Un-named bicycle_parking,10,customers,stands,no,8675273585,53.79752,-1.57699,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8780983857,Un-named bicycle_parking,12,customers,shed,yes,8780983857,53.80345,-1.57959,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307822,Un-named bicycle_parking,10,yes,stands,yes,8789307822,53.80591,-1.58394,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8789307823,Un-named bicycle_parking,10,yes,wall_loops,no,8789307823,53.80482,-1.58179,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
